"Area" "Year" "average_rain_fall_mm_per_year" "pesticides_tonnes" "avg_temp" "Maize" "Potatoes" "Rice, paddy" "Sorghum" "Soybeans" "Wheat" "Cassava" "Sweet potatoes" "Plantains and others" "Yams"
"56" "Angola" 1999 1010 40 24.37 6361 54597 14235 NA NA 17391 59821 82865 NA NA
"57" "Angola" 2000 1010 40 24.41 5745 29885 13454 3333 2333 17023 82992 34938 NA NA
"58" "Angola" 2001 1010 40 24.43 5754 42552 13701 3571 2500 16667 94072 44458 NA NA
"59" "Angola" 2002 1010 40 24.79 6706 42754 13198 3400 2857 15455 110071 42190 NA NA
"60" "Angola" 2004 1010 40 24.22 5404 20150 11584 3333 3600 12442 125605 45360 NA NA
"61" "Angola" 2005 1010 40 24.41 6736 23646 6977 3333 3793 10946 117628 46159 NA NA
"62" "Angola" 2006 1010 40 24.14 4687 52148 4947 4091 4286 10000 117201 44240 NA NA
"63" "Angola" 2007 1010 40 24.24 5091 62138 5143 4031 6883 10000 115387 58855 NA NA
"64" "Angola" 2008 1010 40 24.27 7946 85085 5084 929 8575 10000 148084 65437 NA NA
"65" "Angola" 2009 1010 40 24.33 6614 86509 6028 2480 4449 10000 151759 66475 NA NA
"66" "Angola" 2010 1010 40 24.44 7200 87425 7403 2814 4446 10526 155782 63001 NA NA
"67" "Angola" 2011 1010 40 24.15 7376 81366 8914 3320 5294 10959 133649 65512 NA NA
"68" "Angola" 2012 1010 40 24.24 7770 69381 7703 998 1641 11258 100073 52954 NA NA
"69" "Angola" 2013 1010 40 24.55 9467 63303 12744 2415 4405 9022 140517 73409 NA NA
"70" "Argentina" 1990 591 26156 17.46 34608 202747 36709 28116 21566 18947 100000 131864 NA NA
"71" "Argentina" 1991 591 26156 17.64 40444 205692 40294 33320 22750 18972 100000 131364 NA NA
"72" "Argentina" 1992 591 26156 17.09 45237 199039 52075 36217 22915 21809 100000 127273 NA NA
"73" "Argentina" 1993 591 26156 17.32 43552 210314 43559 39529 21589 23272 100000 122955 NA NA
"74" "Argentina" 1994 591 30195 18.17 42371 230166 42989 35065 20386 20237 100000 176667 NA NA
"75" "Argentina" 1995 591 37842 17.74 45223 274272 50306 34588 20446 21675 100000 168000 NA NA
"76" "Argentina" 1996 591 54595 17.64 40397 228877 51031 38763 21051 19344 100000 170000 NA NA
"77" "Argentina" 1997 591 77691 18.29 45557 268502 53703 36845 17212 22426 100000 145662 NA NA
"78" "Argentina" 1998 591 62397 17.23 60780 293744 47762 48105 26937 26088 100000 175055 NA NA
"79" "Argentina" 1999 591 62831.39 17.15 53702 238938 57337 43845 24450 23028 100000 143991 NA NA
"80" "Argentina" 2000 591 63265.78 16.98 54329 277566 47798 46477 23312 24873 100000 151462 NA NA
"81" "Argentina" 2001 591 63700.17 17.71 54553 283768 57495 47429 25846 24934 100000 155212 NA NA
"82" "Argentina" 2002 591 64134.56 17.58 60791 251347 57197 52691 26304 22398 100000 155890 NA NA
"83" "Argentina" 2004 591 65003.34 17.67 63931 288717 62661 45531 22075 25441 100000 154867 NA NA
"84" "Argentina" 2005 591 65437.73 17.32 73587 283917 60165 51872 27287 26356 100000 154472 NA NA
"85" "Argentina" 2006 591 65872.12 18.1 59030 285828 70610 46778 26793 25302 100000 143478 NA NA
"86" "Argentina" 2007 591 81582.64 16.71 76655 286765 65604 47021 29712 26234 100000 141667 NA NA
"87" "Argentina" 2008 591 87149.01 17.71 64525 279412 68278 47474 28216 28271 100000 145105 NA NA
"88" "Argentina" 2009 591 61586.56 18.16 55760 284439 68842 38752 18480 19628 101695 151208 NA NA
"89" "Argentina" 2010 591 105915.04 17.33 78040 289849 57646 48163 29053 27113 101000 149382 NA NA
"90" "Argentina" 2011 591 100424.62 17.58 63503 286657 67901 44029 26053 35063 100000 148754 NA NA
"91" "Argentina" 2012 591 136185.08 18.18 57346 287821 66617 46534 22814 32199 100000 148126 NA NA
"92" "Argentina" 2013 591 171945.54 16.45 66037 288984 67187 40852 25391 26581 99459 147498 NA NA
"93" "Armenia" 1992 562 8 7.44 32344 111301 NA NA NA 21600 NA NA NA NA
"94" "Armenia" 1993 562 8 7.69 32261 134416 NA NA NA 22257 NA NA NA NA
"95" "Armenia" 1994 562 23 8.84 32667 131195 NA NA NA 17842 NA NA NA NA
"96" "Armenia" 1995 562 23.9 9.76 18261 131196 NA NA NA 25480 NA NA NA NA
"97" "Armenia" 1996 562 32 9.55 22239 129626 NA NA NA 23569 NA NA NA NA
"98" "Armenia" 1997 562 41.46 9.1 45548 109362 NA NA NA 17009 NA NA NA NA
"99" "Armenia" 1998 562 50.92 10.28 26082 134409 NA NA NA 20651 NA NA NA NA
"100" "Armenia" 1999 562 60.38 10.11 40303 130618 NA NA NA 19466 NA NA NA NA
"101" "Armenia" 2000 562 69.85 9.68 23178 87349 NA NA NA 16679 NA NA NA NA
"102" "Armenia" 2001 562 79.31 10.18 37913 114619 NA NA NA 22263 NA NA NA NA
"103" "Armenia" 2002 562 88.77 9.41 37380 122814 NA NA NA 23877 NA NA NA NA
"104" "Armenia" 2004 562 204.77 9.55 61791 161509 NA NA NA 23416 NA NA NA NA
"105" "Armenia" 2005 562 220.51 9.58 44692 164459 NA NA NA 20252 NA NA NA NA
"106" "Armenia" 2006 562 227.55 9.89 33271 163418 NA NA NA 14627 NA NA NA NA
"107" "Armenia" 2007 562 241.71 9.44 53262 184719 NA NA NA 25837 NA NA NA NA
"108" "Armenia" 2008 562 218.2 9.51 53424 189096 NA NA NA 24322 NA NA NA NA
"109" "Armenia" 2009 562 198.36 9.67 57763 185496 NA NA NA 22374 NA NA NA NA
"110" "Armenia" 2010 562 278.72 11.31 46724 170146 NA NA NA 21192 NA NA NA NA
"111" "Armenia" 2011 562 278.72 8.93 54257 194426 NA NA NA 28800 NA NA NA NA
"112" "Armenia" 2012 562 278.72 10.2 62215 207151 NA NA NA 26010 NA NA NA NA
"113" "Armenia" 2013 562 278.72 11.08 67114 215290 NA NA NA 31273 NA NA NA NA
"114" "Australia" 1990 534 17866 16.8 41821 289832 88000 24883 15718 16344 NA 137140 NA NA
"115" "Australia" 1991 534 17866 16.78 39938 285359 88427 19865 15551 14698 NA 151142 NA NA
"116" "Australia" 1992 534 22234 15.78 51721 289220 88346 25431 21141 17812 NA 127548 NA NA
"117" "Australia" 1993 534 23899 16.71 44261 290981 76400 12834 16168 19658 NA 132702 NA NA
"118" "Australia" 1994 534 21057 16.43 46620 294270 81537 21697 19999 11356 NA 140961 NA NA
"119" "Australia" 1995 534 25598 16.14 48263 298183 88003 18555 15318 17899 NA 155252 NA NA
"120" "Australia" 1996 534 31185 16.12 57689 312853 63540 20677 18740 21673 NA 172474 NA NA
"121" "Australia" 1997 534 34091 16.48 59403 313056 83263 26195 18974 18412 NA 244444 NA NA
"122" "Australia" 1998 534 37215 16.28 47544 322292 94256 21321 17035 19153 NA 276923 NA NA
"123" "Australia" 1999 534 34200 16.77 51212 321265 91615 32215 22667 20066 NA 275000 NA NA
"124" "Australia" 2000 534 33475 17.08 49360 284527 82573 34003 18714 18209 NA 317647 NA NA
"125" "Australia" 2001 534 32710 16.63 46471 328633 93071 25539 14626 18209 NA 333333 NA NA
"126" "Australia" 2002 534 26651 16.63 54929 351358 82580 24561 19487 21076 NA 347368 NA NA
"127" "Australia" 2004 534 36276 16.64 56326 362787 83305 27367 22136 19998 NA 333333 NA NA
"128" "Australia" 2005 534 34310 16.93 57983 344117 66168 26629 16810 16348 NA 336000 NA NA
"129" "Australia" 2006 534 35900 16.75 53856 354317 98176 25205 20993 20213 NA 278748 NA NA
"130" "Australia" 2007 534 32446.25 17.49 49103 355463 82609 20918 19730 9173 NA 346237 NA NA
"131" "Australia" 2008 534 42935.38 16.7 56912 381224 75988 40252 23289 10788 NA 266530 NA NA
"132" "Australia" 2009 534 38065.68 17.39 58171 361747 84609 35096 18926 15831 NA 250797 NA NA
"133" "Australia" 2010 534 42169.39 16.72 55593 351334 103895 30279 19042 15729 NA 305974 NA NA
"134" "Australia" 2011 534 47632.99 16.9 57390 350887 95441 30558 17136 20301 NA 319252 NA NA
"135" "Australia" 2012 534 48687.88 16.84 64654 382592 89098 33960 22598 21511 NA 331853 NA NA
"136" "Australia" 2013 534 45177.18 17.39 64441 385434 102177 34419 22336 17609 NA 344391 NA NA
"137" "Austria" 1990 1110 4246 9.23 81800 249854 NA NA 19046 50479 NA NA NA NA
"138" "Austria" 1991 1110 4487 8.15 84800 236372 NA NA 24958 50735 NA NA NA NA
"139" "Austria" 1992 1110 3897 9.49 64800 223470 NA NA 17480 53938 NA NA NA NA
"140" "Austria" 1993 1110 3984 8.48 89710 284925 NA NA 23168 42246 NA NA NA NA
"141" "Austria" 1994 1110 3619 9.89 79160 199650 NA NA 22505 52088 NA NA NA NA
"142" "Austria" 1995 1110 3402 8.79 85000 267949 NA NA 22768 50856 NA NA NA NA
"143" "Austria" 1996 1110 3565 7.4 86200 291997 NA NA 20100 50069 NA NA NA NA
"144" "Austria" 1997 1110 3689.6 8.37 97800 288325 NA NA 22000 52044 NA NA NA NA
"145" "Austria" 1998 1110 3340.3 9.01 96100 283064 NA NA 25189 50749 NA NA NA NA
"146" "Austria" 1999 1110 3418.6 9.17 96000 307044 NA NA 27209 54348 NA NA NA NA
"147" "Austria" 2000 1110 3563.2 10.08 98600 292627 NA NA 21139 44688 NA NA NA NA
"148" "Austria" 2001 1110 3132.2 8.75 90869 300394 NA NA 20736 52412 NA NA NA NA
"149" "Austria" 2002 1110 3079.2 9.62 99815 303832 NA NA 25244 49667 NA NA NA NA
"150" "Austria" 2004 1110 3301.7 8.76 96544 316117 NA NA 25092 59234 NA NA NA NA
"151" "Austria" 2005 1110 3404 8.6 106570 343985 NA NA 28267 50286 NA NA NA NA
"152" "Austria" 2006 1110 3415.7 9.13 96370 298641 NA NA 25970 49066 NA NA NA NA
"153" "Austria" 2007 1110 3526.6 10.03 103128 294931 NA NA 26211 47763 NA NA NA NA
"154" "Austria" 2008 1110 4246.7 9.96 113173 331993 NA NA 29369 56935 NA NA NA NA
"155" "Austria" 2009 1110 3531.8 9.48 108293 324947 NA NA 28171 49295 NA NA NA NA
"156" "Austria" 2010 1110 3692.4 8.36 97247 305703 NA 67666 27501 50117 NA NA NA NA
"157" "Austria" 2011 1110 3441.5 9.42 112996 357127 NA 67299 28691 58549 NA NA NA NA
"158" "Austria" 2012 1110 3563.3 9.42 107025 305491 NA 68081 28051 41388 NA NA NA NA
"159" "Austria" 2013 1110 3108.6 10.03 81173 285897 NA 52447 19697 53743 NA NA NA NA
"160" "Azerbaijan" 1992 447 148.68 10.93 18740 82701 7292 578 1141 21705 NA NA NA NA
"161" "Azerbaijan" 1993 447 148.68 10.53 13918 78059 9461 1659 811 16855 NA NA NA NA
"162" "Azerbaijan" 1994 447 148.68 11.32 14619 82623 10059 2323 1905 16296 NA NA NA NA
"163" "Azerbaijan" 1995 447 148.68 12.81 11810 97450 19890 1317 10000 14940 NA NA NA NA
"164" "Azerbaijan" 1996 447 148.68 11.96 17369 101359 36917 1389 9363 16627 NA NA NA NA
"165" "Azerbaijan" 1997 447 148.68 11.89 24340 82711 46082 833 10667 16914 NA NA NA NA
"166" "Azerbaijan" 1998 447 148.68 12.79 29541 95259 48046 857 11111 15764 NA NA NA NA
"167" "Azerbaijan" 1999 447 148.68 12.74 35343 95214 44415 NA 12000 19992 NA NA NA NA
"168" "Azerbaijan" 2000 447 148.68 12.61 32484 89357 50191 2434 11940 23223 NA NA NA NA
"169" "Azerbaijan" 2001 447 148.68 12.97 37823 109774 48495 NA 12222 26154 NA NA NA NA
"170" "Azerbaijan" 2002 447 148.68 12.45 43463 121132 46532 NA NA 26028 NA NA NA NA
"171" "Azerbaijan" 2004 447 148.68 12.76 46071 141416 39810 NA 17568 25748 NA NA NA NA
"172" "Azerbaijan" 2005 447 148.68 12.88 47703 153215 35903 NA 5789 25818 NA NA NA NA
"173" "Azerbaijan" 2006 447 148.68 12.66 45777 149497 42375 10000 4906 26050 NA NA NA NA
"174" "Azerbaijan" 2007 447 148.68 12.75 46175 154570 33886 NA 4000 26722 NA NA NA NA
"175" "Azerbaijan" 2008 447 262.99 12.3 47784 156430 27973 12000 5000 27251 NA NA NA NA
"176" "Azerbaijan" 2009 447 316.18 12.6 47990 149950 25279 NA 6677 25946 NA NA NA NA
"177" "Azerbaijan" 2010 447 333.85 13.85 45551 144945 23963 NA 7136 19381 NA NA NA NA
"178" "Azerbaijan" 2011 447 461.84 11.79 45460 143973 20947 NA 6717 24376 NA NA NA NA
"179" "Azerbaijan" 2012 447 516.35 13 51029 146740 22249 1500 6587 26144 NA NA NA NA
"180" "Azerbaijan" 2013 447 489.8 14.12 53903 151999 22808 5000 6457 26719 NA NA NA NA
"181" "Bahamas" 1992 1292 484.59 25.1 16667 NA NA NA NA NA 95859 31586 NA NA
"182" "Bahamas" 1993 1292 484.59 25.26 16000 NA NA NA NA NA 90909 31571 NA NA
"183" "Bahamas" 1994 1292 484.59 25.73 17931 NA NA NA NA NA 80000 31254 NA NA
"184" "Bahamas" 1995 1292 484.59 25.44 17931 NA NA NA NA NA 77089 30714 NA NA
"185" "Bahamas" 1996 1292 484.59 25.06 17931 NA NA NA NA NA 75783 31324 NA NA
"186" "Bahamas" 1997 1292 484.59 25.81 17400 NA NA NA NA NA 75317 30800 NA NA
"187" "Bahamas" 1998 1292 484.59 25.94 19842 NA NA NA NA NA 75000 31724 NA NA
"188" "Bahamas" 1999 1292 484.59 25.31 21657 NA NA NA NA NA 80000 38088 NA NA
"189" "Bahamas" 2000 1292 484.59 25.16 24762 NA NA NA NA NA 100000 35304 NA NA
"190" "Bahamas" 2001 1292 375.89 25.23 30000 NA NA NA NA NA 102308 30556 NA NA
"191" "Bahamas" 2002 1292 384.23 25.79 30500 NA NA NA NA NA 100000 34792 NA NA
"192" "Bahamas" 2004 1292 269.66 25.46 35500 NA NA NA NA NA 103333 33846 NA NA
"193" "Bahamas" 2005 1292 315.74 25.43 36000 NA NA NA NA NA 106816 34323 NA NA
"194" "Bahamas" 2006 1292 268.2 25.34 38000 NA NA NA NA NA 106250 34519 NA NA
"195" "Bahamas" 2007 1292 268.2 25.71 40000 NA NA NA NA NA 105556 34364 NA NA
"196" "Bahamas" 2008 1292 268.2 25.63 47619 NA NA NA NA NA 139562 34462 NA NA
"197" "Bahamas" 2009 1292 268.2 25.46 60000 NA NA NA NA NA 180917 34560 NA NA
"198" "Bahamas" 2010 1292 268.2 24.77 75333 NA NA NA NA NA 221795 34658 79048 NA
"199" "Bahamas" 2011 1292 268.2 25.76 73085 NA NA NA NA NA 225128 34757 78182 NA
"200" "Bahamas" 2012 1292 268.2 25.46 73404 NA NA NA NA NA 223000 34855 77391 NA
"201" "Bahamas" 2013 1292 268.2 25.88 74465 NA NA NA NA NA 221509 34953 76928 NA
"202" "Bahrain" 1990 83 14.05 26.26 NA 186667 NA NA NA NA NA 116667 NA NA
"203" "Bahrain" 1991 83 14.05 25.73 NA 206667 NA NA NA NA NA 120000 NA NA
"204" "Bahrain" 1992 83 14.05 25.09 NA 188000 NA NA NA NA NA 112500 NA NA
"205" "Bahrain" 1993 83 14.05 26.09 NA 162857 NA NA NA NA NA 116667 NA NA
"206" "Bahrain" 1994 83 30.86 26.66 NA 147500 NA NA NA NA NA 125000 NA NA
"207" "Bahrain" 1995 83 12.46 26.18 NA 166667 NA NA NA NA NA 120000 NA NA
"208" "Bahrain" 1996 83 12.16 26.76 NA 125000 NA NA NA NA NA NA NA NA
"209" "Bahrain" 1997 83 9.42 26.11 NA 160000 NA NA NA NA NA NA NA NA
"210" "Bahrain" 1998 83 11.15 27.54 NA 160000 NA NA NA NA NA NA NA NA
"211" "Bahrain" 1999 83 12.5 27.67 NA 100000 NA NA NA NA NA NA NA NA
"212" "Bahrain" 2000 83 8.65 26.99 NA 103333 NA NA NA NA NA NA NA NA
"213" "Bahrain" 2001 83 9.2 27.36 NA 110000 NA NA NA NA NA NA NA NA
"214" "Bahrain" 2002 83 0.91 27.19 NA 190000 NA NA NA NA NA NA NA NA
"215" "Bahrain" 2004 83 12.24 27.07 NA 180000 NA NA NA NA NA NA NA NA
"216" "Bahrain" 2005 83 12.75 26.89 NA 100000 NA NA NA NA NA NA NA NA
"217" "Bahrain" 2006 83 12.12 27.15 NA 130000 NA NA NA NA NA NA NA NA
"218" "Bahrain" 2007 83 16.25 27.13 NA 255556 NA NA NA NA NA NA NA NA
"219" "Bahrain" 2008 83 10.45 26.96 NA 210000 NA NA NA NA NA NA NA NA
"220" "Bahrain" 2009 83 12.59 27.24 NA 166667 NA NA NA NA NA NA NA NA
"221" "Bahrain" 2010 83 9.84 28 NA 155598 NA NA NA NA NA NA NA NA
"222" "Bahrain" 2011 83 9.14 27.01 NA 171162 NA NA NA NA NA NA NA NA
"223" "Bahrain" 2012 83 9.14 27.45 NA 177812 NA NA NA NA NA NA NA NA
"224" "Bahrain" 2013 83 9.14 27.86 NA 179569 NA NA NA NA NA NA NA NA
"225" "Bangladesh" 1990 2666 1266 25.98 10015 91410 25661 8103 NA 15034 NA 98316 NA NA
"226" "Bangladesh" 1991 2666 1287 25.85 9781 99868 26592 8376 NA 16767 NA 96481 NA NA
"227" "Bangladesh" 1992 2666 1453 25.86 9319 107931 26893 8988 NA 18534 NA 96477 NA NA
"228" "Bangladesh" 1993 2666 1487 25.73 9351 106787 27185 8948 NA 18457 NA 95714 NA NA
"229" "Bangladesh" 1994 2666 1594.5 25.91 9042 109570 25328 9892 NA 18390 NA 95373 NA NA
"230" "Bangladesh" 1995 2666 1702 26.09 10700 111665 26527 9804 NA 19483 NA 95186 NA NA
"231" "Bangladesh" 1996 2666 1919 26.15 10166 112741 27629 9959 NA 19531 NA 96081 NA NA
"232" "Bangladesh" 1997 2666 2035 25.55 10914 112551 27431 10297 NA 20544 NA 93946 NA NA
"233" "Bangladesh" 1998 2666 2068 26.13 7339 113972 29358 7901 NA 22408 NA 95325 NA NA
"234" "Bangladesh" 1999 2666 2532 26.31 12346 112810 32139 12346 NA 21627 NA 92786 NA NA
"235" "Bangladesh" 2000 2666 3170 25.91 20597 120591 34836 12346 NA 22104 NA 92479 NA NA
"236" "Bangladesh" 2001 2666 3295.78 25.93 32216 129163 34020 12346 NA 21643 NA 90907 NA NA
"237" "Bangladesh" 2002 2666 2954.29 26.1 40349 126010 34902 12361 NA 21644 NA 90919 NA NA
"238" "Bangladesh" 2004 2666 5587.81 26.14 48243 144313 35359 11633 NA 19527 NA 89459 NA NA
"239" "Bangladesh" 2005 2666 7605.01 26.19 53311 148805 37814 13214 14148 17478 NA 88704 NA NA
"240" "Bangladesh" 2006 2666 9074.43 26.44 52998 143848 38541 13587 15144 15344 NA 90254 NA NA
"241" "Bangladesh" 2007 2666 10962.31 25.95 59812 149768 40833 13462 14717 18471 NA 90479 NA NA
"242" "Bangladesh" 2008 2666 12936.5 26 60172 165373 41441 21505 15026 21753 NA 97290 NA NA
"243" "Bangladesh" 2009 2666 13790.09 26.54 56831 133367 42404 13300 14660 21516 NA 96232 NA NA
"244" "Bangladesh" 2010 2666 13283.72 26.65 58378 182299 43422 12806 17090 23959 NA 98688 NA NA
"245" "Bangladesh" 2011 2666 14798.28 25.8 61512 180931 43917 14667 15898 26012 NA 97962 NA NA
"246" "Bangladesh" 2012 2666 13289.18 26.28 65838 190627 44206 13452 15814 27789 NA 102939 NA NA
"247" "Bangladesh" 2013 2666 15330.16 26.59 65953 193790 45317 11343 14729 30138 NA 97019 NA NA
"248" "Belarus" 1992 618 8306.31 6.74 30000 115326 NA NA NA 27983 NA NA NA NA
"249" "Belarus" 1993 618 8306.31 5.61 12000 155463 NA NA NA 26826 NA NA NA NA
"250" "Belarus" 1994 618 8306.31 6.26 5000 118235 NA NA NA 22802 NA NA NA NA
"251" "Belarus" 1995 618 8306.31 6.68 24545 131092 NA NA NA 24791 NA NA NA NA
"252" "Belarus" 1996 618 8306.31 5.32 23000 151328 NA NA NA 21989 NA NA NA NA
"253" "Belarus" 1997 618 8306.31 5.98 20333 99173 NA NA NA 25132 NA NA NA NA
"254" "Belarus" 1998 618 8306.31 6.11 26522 108971 NA NA NA 21347 NA NA NA NA
"255" "Belarus" 1999 618 8306.31 7.38 26053 113330 NA NA NA 17322 NA NA NA NA
"256" "Belarus" 2000 618 8306.31 7.52 23077 131888 NA NA NA 21367 NA NA NA NA
"257" "Belarus" 2001 618 8306.31 6.71 25917 122132 NA NA NA 21255 NA NA NA NA
"258" "Belarus" 2002 618 8306.31 7.34 32889 134922 NA NA NA 26919 NA NA NA NA
"259" "Belarus" 2004 618 8306.31 6.49 35297 195459 NA NA NA 33040 NA NA NA NA
"260" "Belarus" 2005 618 8306.31 6.53 39965 177299 NA NA NA 32812 NA NA NA NA
"261" "Belarus" 2006 618 8306.31 6.6 39390 191956 NA NA NA 28191 NA NA NA NA
"262" "Belarus" 2007 618 8306.31 7.51 50653 211948 NA NA NA 32771 NA NA NA NA
"263" "Belarus" 2008 618 8306.31 7.75 43890 220735 NA NA NA 39752 NA NA NA NA
"264" "Belarus" 2009 618 8306.31 6.75 46818 186040 NA NA NA 35428 NA NA NA NA
"265" "Belarus" 2010 618 8306.31 6.71 49306 213518 NA NA NA 28851 NA NA NA NA
"266" "Belarus" 2011 618 8306.31 7.29 65950 209564 NA NA NA 33088 NA NA NA NA
"267" "Belarus" 2012 618 9578.67 6.33 50407 208131 NA NA NA 35822 NA NA NA NA
"268" "Belarus" 2013 618 9163.51 7.83 55656 193536 NA NA NA 30610 NA NA NA NA
"269" "Belgium" 2000 847 9560.49 11.37 111006 444058 NA NA NA 79198 NA NA NA NA
"270" "Belgium" 2001 847 8529.07 10.94 113522 412267 NA NA NA 80475 NA NA NA NA
"271" "Belgium" 2002 847 9204 11.44 111962 471475 NA NA NA 82757 NA NA NA NA
"272" "Belgium" 2004 847 9186 10.94 122246 483955 NA NA NA 89806 NA NA NA NA
"273" "Belgium" 2005 847 9776 11.16 116872 428135 NA NA NA 82733 NA NA NA NA
"274" "Belgium" 2006 847 8244.02 11.48 101929 385452 NA NA NA 82549 NA NA NA NA
